Banérgatan,59.337825491193655,18.095313473651093,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446032;;;;
Karlavägen,59.33786019791762,18.088214366726366,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446033;;;;
Stockholm Strandvägen,59.332539940961134,18.093059688168154,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446034;;;;
Valhallavägen/Odengatan,59.34669578320063,18.066091026483036,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446029;;;;
Odengatan,59.346550303764744,18.065676966892337,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446028;;;;
Stockholm Nordiska museet/Vasa,59.32929101921714,18.09551246659085,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446031;;;;
Dalagatan,59.341459080898254,18.04484101957678,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446025;;;;
Hälsingegatan,59.34279699580708,18.043276566596155,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446024;;;;
Roslagsgatan,59.345485222058116,18.060806411110033,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446027;;;;
Stadsbiblioteket,59.34418717255872,18.05537574791289,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446026;;;;
Vikingagatan,59.34223442618493,18.032603792650356,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446021;;;;
Norrbackagatan,59.340820579847914,18.030735752375126,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446020;;;;
S:t Eriksgatan (på Karlbergsvä,59.34234978030872,18.03741063599648,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446023;;;;
Karlbergsvägen,59.3422200440888,18.037120847522253,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446022;;;;
Oxtorgsgatan,59.334748769507414,18.06682638196817,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446017;;;;
David Bagares gata,59.337044858473185,18.06543218830987,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446016;;;;
Jakobsgatan,59.330679571251096,18.06845397973139,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446019;;;;
Hamngatan,59.33255755779968,18.06838553982641,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446018;;;;
Observatoriegatan,59.34054348461956,18.0505642269722,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446138;;;;
Fleminggatan/Scheelegatan,59.332938935160044,18.045264518688157,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446139;;;;
Roslagstull (på Ingemarsgatan),59.349397562328114,18.058375577430226,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446136;;;;
Värmdövägen,59.31161901628791,18.107198744395774,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446137;;;;
Folkungagatan,59.315652136171,18.09234668120072,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446142;;;;
Danvikstull,59.313951739226276,18.100699067185733,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446143;;;;
Tegnérgatan (Västmannag),59.338065433109875,18.05210574025849,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446140;;;;
Londonviadukten,59.31472887188629,18.096851811892712,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446141;;;;
Handelshögskolan,59.341940934032664,18.05753012549807,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446130;;;;
Frejgatan (på Sveavägen),59.34632301618819,18.053372032669166,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446131;;;;
Adolf Fredriks kyrka,59.33772351783392,18.061504731802412,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446128;;;;
Tegnérgatan (Sveavägen),59.33889410265583,18.060281569691707,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446129;;;;
Wenner-Gren center,59.35037862755228,18.04834731122865,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446134;;;;
Renstiernas gata (på Bondegata,59.313404351295446,18.08481836273907,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446135;;;;
Norrtull,59.350086993814344,18.045461902429434,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446132;;;;
Haga södra,59.35216975298,18.04130837462256,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446133;;;;
Fridhemsgatan/Pontonjärgatan,59.33016365837781,18.02745562239391,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446123;;;;
Tullgårdsparken,59.305406485138676,18.08103442383379,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446122;;;;
Pontonjärparken,59.32896086866539,18.033738479581864,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446121;;;;
Pontonjärgatan,59.32942927125266,18.02997335104213,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446120;;;;
Bolinders plan,59.33000132724455,18.050554125104462,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446127;;;;
Pipersgatan,59.33110788073685,18.047305620270343,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446126;;;;
John Ericssonsgatan,59.32868939147991,18.03753399611177,http://reseplanerare.resrobot.se/bin/query.exe/sn?start=1&Z=7446125;;;;
